"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence"
"XtractArtist",2838,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,113,99,99,111,100,99,99,99,99,103,99,120,113,1673100083,1,0,0,0,0,0,0,0
"SlurpsyZomby",1044,63,64,63,65,50,55,62,69,85,22,61,99,38,42,57,1,28,41,15,1,32,1,15,1,1,1,1,1,19926549,1,0,0,0,0,0,0,0
"WFZ",2584,99,99,99,99,99,99,99,72,89,99,99,88,99,99,83,99,85,83,106,70,70,82,81,99,102,83,120,83,650335336,1,0,0,0,0,0,0,0
"turismo928",971,63,61,73,66,43,48,40,46,81,44,45,50,46,51,66,25,32,16,1,1,41,1,1,1,17,1,1,1,5779153,3,0,0,0,0,0,0,0
"PackMyYak",2852,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,115,104,99,99,99,99,110,99,120,120,1155463190,1,0,0,0,0,0,0,0
"Spliff+Scape",965,63,55,64,60,30,43,55,54,70,55,59,31,41,39,42,26,35,40,30,1,1,1,34,1,1,1,1,1,3140935,1,0,0,0,0,0,0,0
"Drama",2891,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,113,2133081795,2,0,0,0,0,0,0,0
"T3hNebs",1767,63,73,63,70,59,59,76,73,74,69,72,72,68,67,77,65,65,82,60,79,63,63,71,67,57,58,1,1,20317666,1,0,0,0,0,0,0,0
"streaktyme",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2834623254,2,0,0,0,0,0,0,0
"Sportlegend3",1204,63,60,56,60,70,31,56,77,92,71,77,88,73,43,68,21,40,28,29,1,23,27,29,1,1,1,1,1,18928740,1,0,0,0,0,0,0,0
"Sickest",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2614558563,2,0,0,0,0,0,0,0
"CerlMcSpnin",1156,63,70,68,66,33,42,42,51,55,34,41,70,62,66,61,36,44,38,20,19,26,21,21,21,1,51,1,20,4974140,3,0,0,0,0,0,0,0
"Axeraid444",2818,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,120,99,99,99,99,99,99,99,120,99,927937982,1,0,0,0,0,0,0,0
"AyyItsTJ",778,63,57,64,64,47,45,59,50,65,1,55,46,27,44,52,1,1,1,1,1,28,1,1,1,1,1,1,1,2891390,1,0,0,0,0,0,0,0
"1stBitcoin",2809,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,100,101,99,99,99,99,105,99,120,100,1050915321,1,0,0,0,0,0,0,0
"Drag+Run+579",334,63,65,67,64,1,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1848648,1,0,0,0,0,0,0,0
"Vitalization",2896,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,118,99,120,120,1976505474,2,0,0,0,0,0,0,0
"crg2014",1771,63,61,60,65,60,60,68,73,78,75,76,75,74,68,71,68,65,63,61,78,81,69,67,61,62,67,1,1,20516615,1,0,0,0,0,0,0,0
"Haun+Solo",2840,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,115,102,99,99,99,99,105,99,120,100,1133399468,1,0,0,0,0,0,0,0
"A4nier",874,63,60,68,65,59,43,62,43,56,31,37,40,32,41,40,1,1,41,28,1,1,1,1,16,1,1,1,1,2908493,1,0,0,0,0,0,0,0
"Loyal+Alpha",2862,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,105,99,99,99,99,120,99,120,99,1428013498,1,0,0,0,0,0,0,0
"Redfalcon264",718,63,62,55,63,62,41,42,52,54,1,58,31,1,28,46,1,1,1,1,1,40,1,1,1,1,1,1,1,2342356,1,0,0,0,0,0,0,0
"HellzMage",2834,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,104,105,99,99,99,99,114,99,120,106,1093946728,1,0,0,0,0,0,0,0
"miscrub",700,63,54,69,63,20,38,41,64,44,21,66,27,32,1,18,1,1,33,1,1,1,1,1,1,1,1,1,1,2761874,4,0,0,0,0,0,0,0
"Jordiren",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2783257464,2,0,0,0,0,0,0,0
"GeneralJpimp",607,63,62,68,65,23,35,25,28,79,1,25,25,24,24,24,1,1,1,1,1,1,1,1,1,23,1,1,1,3861119,1,0,0,0,0,0,0,0
"iCipt",2672,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,104,100,99,99,99,99,109,99,80,1,747273475,1,0,0,0,0,0,0,0
"kardan",918,63,60,68,66,62,33,19,57,74,56,53,53,44,41,46,1,34,21,27,1,24,1,1,1,1,1,1,1,4188176,1,0,0,0,0,0,0,0
"A+Wild+Beer",2867,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,109,99,99,99,99,120,99,120,100,1525202874,1,0,0,0,0,0,0,0
"Thranduille",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Tore",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2394494772,2,0,0,0,0,0,0,0
"PM+Boris",1708,63,72,53,72,43,64,78,57,64,40,81,60,63,75,72,75,76,53,71,108,80,45,51,51,58,81,1,1,53148183,1,0,0,0,0,0,0,0
"HanxHano",2833,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,110,103,99,99,99,99,120,99,120,99,1182719748,1,0,0,0,0,0,0,0
"Pauldabomb84",940,63,61,62,62,45,46,44,56,47,28,55,47,43,47,75,30,41,44,19,1,1,1,1,1,1,1,1,1,3548272,1,0,0,0,0,0,0,0
"Juster",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,3508342355,1,0,0,0,0,0,0,0
"Mozuraite",854,63,62,63,62,30,41,44,50,49,1,52,51,39,35,42,1,26,35,31,1,1,1,42,1,1,1,1,1,2226479,1,0,0,0,0,0,0,0
"Getsomebabe",2892,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,116,118,99,99,99,99,120,99,120,120,1959521923,2,0,0,0,0,0,0,0
"drag0n115",662,63,63,70,65,41,42,42,36,51,1,1,32,31,25,1,1,1,1,1,1,1,1,1,1,30,1,1,1,2380843,1,0,0,0,0,0,0,0
"Lil+M+I+K+I",2865,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,107,120,99,99,99,99,100,99,120,120,2287582882,2,0,0,0,0,0,0,0
"[#58KOG22RJ]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"LostBoyToph",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2660678964,2,0,0,0,0,0,0,0
"Pk+Pur8000",844,63,61,62,63,46,41,52,54,47,1,57,40,31,48,49,1,1,15,28,1,23,1,1,1,29,1,1,1,2393132,1,0,0,0,0,0,0,0
"Sifuu",2792,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,115,99,102,99,751533931,1,0,0,0,0,0,0,0
"Maliceman7",796,63,60,63,65,64,54,69,45,58,29,23,55,31,1,20,1,19,16,31,1,1,1,1,1,1,1,1,1,3297281,1,0,0,0,0,0,0,0
"Gob+Father",2866,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,113,107,99,99,99,99,109,99,120,120,1236624983,1,0,0,0,0,0,0,0
"Cim+Tameron",1130,63,60,63,63,49,44,57,54,77,58,55,35,47,60,70,27,32,46,33,1,41,49,28,1,1,1,1,1,5302364,3,0,0,0,0,0,0,0
"Badboy",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2633648589,2,0,0,0,0,0,0,0
"shox220",863,63,62,72,67,47,40,44,55,67,1,99,45,41,35,45,1,1,1,1,1,1,37,1,1,1,1,1,1,18293430,1,0,0,0,0,0,0,0
"SlaynSin",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2734921212,2,0,0,0,0,0,0,0
"SluppyMPuppy",1055,63,62,60,59,36,47,30,76,71,99,65,83,52,54,55,1,1,1,26,1,46,1,1,1,19,1,1,28,20488293,1,0,0,0,0,0,0,0
"Gordon+Ross",2839,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,115,103,99,99,99,99,116,99,120,102,1193641420,1,0,0,0,0,0,0,0
"opivysaur",1022,62,53,58,57,37,35,51,60,67,51,61,45,47,42,58,34,29,41,28,17,32,1,1,1,1,1,1,1,2966678,1,0,0,0,0,0,0,0
"thedrago01",2482,99,99,99,99,99,99,99,74,80,76,84,72,82,82,80,99,80,75,89,86,72,99,80,99,100,88,106,86,630928066,1,0,0,0,0,0,0,0
"Paha++Samppa",1047,62,51,66,62,47,40,40,54,67,51,49,28,51,71,55,24,32,45,29,17,21,55,25,1,1,1,1,1,3854330,1,0,0,0,0,0,0,0
"Stoomp",2801,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,101,106,99,99,99,99,100,99,110,105,741389145,1,0,0,0,0,0,0,0
"8938Cephei",837,62,61,71,66,40,45,58,56,69,1,47,58,33,53,63,1,1,1,1,1,1,1,1,1,35,1,1,1,4135193,1,0,0,0,0,0,0,0
"P+S+Y",2576,99,99,99,99,99,99,99,97,97,99,99,99,90,91,92,99,91,86,100,86,90,85,99,99,100,89,94,1,433479505,1,0,0,0,0,0,0,0
"Gutterott",2125,62,78,63,71,66,68,66,86,90,77,89,80,85,93,99,75,75,85,69,78,85,83,77,63,78,92,21,71,81046503,1,0,0,0,0,0,0,0
"Ia+in",2871,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,120,115,99,99,99,99,120,99,120,111,1265989185,1,0,0,0,0,0,0,0
"Kristorine",1767,62,64,65,64,63,61,65,62,72,91,62,71,70,64,68,71,69,99,61,61,62,52,64,55,49,58,1,61,30837281,1,0,0,0,0,0,0,0
"Suker13",2808,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,109,105,99,99,99,99,101,99,113,90,693380662,1,0,0,0,0,0,0,0
"Bjo583",878,62,62,76,69,47,40,66,53,67,61,41,45,1,54,36,1,22,1,1,1,1,1,1,1,26,1,1,1,4679351,1,0,0,0,0,0,0,0
"Deku+Sticks",2886,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,115,99,99,117,120,99,99,99,99,119,99,120,117,1257036165,1,0,0,0,0,0,0,0
"Hex+Bow+Sell",1711,62,83,62,84,90,74,60,39,40,41,57,81,81,80,32,91,69,28,92,45,24,66,39,73,55,80,58,25,42074395,1,0,0,0,0,0,0,0
"manky",2600,99,99,99,99,88,99,99,92,79,77,99,99,96,99,99,99,83,99,96,110,78,81,87,96,93,95,80,81,851886751,1,0,0,0,0,0,0,0
"kinshin292",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"RaidenUnreal",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1637453331,1,0,0,0,0,0,0,0
"TJracci",1096,62,68,62,66,57,54,52,67,70,69,64,55,61,59,68,1,1,1,1,1,40,1,1,1,75,1,1,1,7679258,1,0,0,0,0,0,0,0
"VoidNuts",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1889093529,2,0,0,0,0,0,0,0
"andreipp",912,62,54,60,59,41,45,59,55,57,1,64,58,50,63,60,1,1,1,1,1,47,1,1,1,33,1,1,1,3413662,1,0,0,0,0,0,0,0
"Ayc",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,3205362036,2,0,0,0,0,0,0,0
"FrostBiteBur",1166,62,65,58,64,60,48,60,52,61,58,60,71,53,67,50,1,31,22,44,1,58,1,24,1,24,34,1,1,5172449,3,0,0,0,0,0,0,0
"Little+Lars",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2540573043,2,0,0,0,0,0,0,0
"2+45+Brick",767,62,54,86,87,94,52,52,25,70,1,24,20,32,1,27,1,1,15,29,1,1,1,1,1,1,1,1,1,18173285,1,0,0,0,0,0,0,0
"Echo+of+Myst",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,3886818030,1,0,0,0,0,0,0,0
"v2lts",1487,62,70,71,73,56,60,78,62,66,60,68,70,56,52,60,50,50,45,71,27,60,51,25,61,46,36,1,1,10211585,1,0,0,0,0,0,0,0
"Miseryoflife",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1949481740,2,0,0,0,0,0,0,0
"Pietropaoli",1058,62,60,65,62,50,43,60,71,65,58,70,41,48,44,50,27,44,21,35,22,35,1,20,1,1,1,1,1,4693981,1,0,0,0,0,0,0,0
"endue",2790,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,92,120,101,92,99,99,99,99,99,120,85,1097590595,1,0,0,0,0,0,0,0
"[#KAX6RJADG]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"MichaelH",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2728119097,2,0,0,0,0,0,0,0
"King+Cookie8",1540,62,75,62,71,82,72,63,41,45,50,53,54,80,99,90,42,45,35,53,33,50,37,60,22,65,67,1,31,29705971,1,0,0,0,0,0,0,0
"Dr+Rumpkins",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2935260919,2,0,0,0,0,0,0,0
"Rje",1312,62,58,70,73,79,52,74,70,99,71,80,77,53,41,63,47,35,47,20,26,21,29,50,1,1,1,1,1,25056157,1,0,0,0,0,0,0,0
"VIVIC2",2837,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,112,106,99,99,99,99,110,99,120,106,1335659148,1,0,0,0,0,0,0,0
"[#Q7XSDUEVG]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"SrIsaac",2412,99,99,99,99,99,99,99,73,77,74,84,95,86,81,81,99,79,69,86,62,92,68,99,99,96,88,81,50,319642073,1,0,0,0,0,0,0,0
"Sora380",1091,62,63,62,61,37,51,60,62,71,16,62,37,47,59,85,25,36,28,18,28,60,1,1,1,50,1,1,1,7524527,1,0,0,0,0,0,0,0
"CluesHunt",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2798139371,2,0,0,0,0,0,0,0
"wonaaaaa",907,62,60,67,63,53,31,49,47,64,26,49,42,43,44,47,1,26,17,24,16,30,1,23,1,1,1,1,1,2771833,4,0,0,0,0,0,0,0
"Polle1345",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2864487682,2,0,0,0,0,0,0,0
"GrimBuer",891,62,60,60,61,67,33,37,39,77,72,57,47,40,32,36,1,26,27,21,1,1,1,1,1,1,1,1,1,4713836,1,0,0,0,0,0,0,0
"bOoTeD",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2447640636,2,0,0,0,0,0,0,0
"Rii+Vaaz+Zol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"x+Jac+x",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1958110383,2,0,0,0,0,0,0,0
"markku46",1626,62,80,63,81,64,57,88,57,60,51,54,54,71,73,75,60,70,59,73,63,73,48,60,70,25,24,1,1,19298120,1,0,0,0,0,0,0,0
"Talzn",2671,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,105,99,90,1,462979406,1,0,0,0,0,0,0,0
"AttackBoosts",1150,62,53,25,53,25,55,18,64,49,47,59,37,57,57,66,57,38,58,40,57,34,1,23,1,28,48,1,27,3573746,1,0,0,0,0,0,0,0
"Bo+Burnham",2827,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,120,102,99,99,99,99,104,99,120,99,761104665,1,0,0,0,0,0,0,0
"xLawx",850,62,62,61,51,26,43,53,50,37,1,25,33,38,40,40,30,35,34,1,1,1,1,20,50,27,1,1,1,1820609,1,0,0,0,0,0,0,0
"Hotrod069",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2426550977,2,0,0,0,0,0,0,0
"rcb322020",1458,62,64,58,62,52,62,89,50,63,67,45,65,57,68,73,41,46,40,53,34,47,42,52,33,56,39,1,37,11271659,1,0,0,0,0,0,0,0
"In+Pluviae",2851,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,118,107,99,99,99,99,101,99,120,120,1072386893,1,0,0,0,0,0,0,0
"CyanideSoju",672,62,56,55,58,1,58,1,52,1,1,65,1,1,1,78,1,1,40,1,1,51,1,1,1,1,1,1,1,3605830,1,0,0,0,0,0,0,0
"SenorPumpkin",2837,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,120,110,99,99,99,99,99,99,120,110,1180524900,1,0,0,0,0,0,0,0
"Oreo+Cream",784,62,60,63,62,70,57,63,1,61,1,1,62,18,17,64,1,17,1,1,1,1,1,1,1,68,1,1,1,4508351,1,0,0,0,0,0,0,0
"Flusen",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1693024331,1,0,0,0,0,0,0,0
"DashyJayz",1083,62,60,66,65,58,50,59,58,71,56,55,61,56,45,51,28,29,34,15,1,32,1,15,18,21,1,1,1,4464839,1,0,0,0,0,0,0,0
"Pigsley",2897,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,119,120,99,99,99,99,120,99,120,120,1561993509,1,0,0,0,0,0,0,0
"988668786",927,62,58,62,60,41,44,65,62,46,41,62,30,51,51,58,42,32,51,1,1,1,1,1,1,1,1,1,1,3306495,1,0,0,0,0,0,0,0
"Queen+Boppi",2669,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,106,103,99,99,99,99,100,85,46,49,762130099,1,0,0,0,0,0,0,0
"Petirionmeme",1483,62,70,61,71,39,52,75,58,55,40,56,52,58,61,69,42,39,41,53,55,68,52,43,52,51,54,1,53,7595322,1,0,0,0,0,0,0,0
"Aye+James",2791,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,100,99,99,99,99,99,99,99,115,99,582381745,1,0,0,0,0,0,0,0
"Blacki+1+2+3",908,62,62,62,63,33,30,55,55,62,34,54,60,43,60,60,1,1,1,1,1,34,1,1,1,54,1,1,1,3519681,1,0,0,0,0,0,0,0
"Mah+Jae+II",2736,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,107,118,99,99,99,99,119,99,107,1,1688715193,1,0,0,0,0,0,0,0
"Jackie+Boi",895,62,67,71,68,55,46,58,61,78,1,60,65,43,42,53,1,1,1,1,1,30,1,1,1,25,1,1,1,5858891,1,0,0,0,0,0,0,0
"Nodough",2730,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,103,110,99,99,99,99,117,99,120,1,1119666205,1,0,0,0,0,0,0,0
"OriginAnubis",952,62,63,62,71,62,77,71,47,54,22,48,99,23,44,21,1,22,1,1,1,1,1,1,1,1,1,1,1,19015566,1,0,0,0,0,0,0,0
"Roland0103",2522,99,99,99,99,99,97,99,81,96,99,93,99,90,97,85,100,86,83,106,74,71,75,82,99,88,82,93,52,379025231,1,0,0,0,0,0,0,0
"KLutZ_01",1281,62,75,61,78,87,46,69,51,54,93,49,41,59,56,67,31,39,34,61,1,50,1,41,20,41,1,1,1,18337641,1,0,0,0,0,0,0,0
"Goddessovdrm",2872,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,109,99,99,120,117,99,99,99,99,120,99,120,108,1561058357,1,0,0,0,0,0,0,0
"[#3LL7WEAPU]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Aku+H00d",2465,99,99,99,99,99,99,99,99,95,93,96,97,90,99,95,98,90,86,103,87,91,88,90,99,95,76,1,1,360406422,1,0,0,0,0,0,0,0
"tendermen",833,62,45,78,69,50,31,58,43,39,18,33,21,36,1,72,1,35,28,25,1,64,1,1,1,1,1,1,1,4750823,1,0,0,0,0,0,0,0
"Tyler6",2862,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,120,102,99,99,99,99,116,99,120,120,1022431651,1,0,0,0,0,0,0,0
"619david",636,62,54,69,64,51,38,38,41,39,1,18,29,31,30,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1954974,1,0,0,0,0,0,0,0
"Bagman",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1666749486,1,0,0,0,0,0,0,0
"Elleonsmith",1179,62,62,60,62,56,48,54,58,52,43,58,44,47,45,56,35,54,52,32,45,44,44,36,28,1,1,1,1,3317803,1,0,0,0,0,0,0,0
"Dartrix",2875,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,120,114,99,99,99,99,115,99,120,116,1465615103,1,0,0,0,0,0,0,0
"Mage+Icy+472",886,62,47,60,59,52,38,42,53,48,37,53,43,42,42,49,26,35,45,1,1,1,1,1,1,1,1,1,1,1940307,1,0,0,0,0,0,0,0
"Adzabeast",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1614492833,1,0,0,0,0,0,0,0
"Clint+E-W",1237,62,70,61,78,1,52,87,66,56,28,64,58,62,43,60,55,43,34,50,1,26,1,31,1,45,56,1,1,9966763,1,0,0,0,0,0,0,0
"Logan",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1500881275,1,0,0,0,0,0,0,0
"Zaypod",1140,62,71,57,70,42,65,84,53,58,64,70,76,49,62,49,28,42,53,1,1,1,1,1,1,36,1,1,1,9399097,1,0,0,0,0,0,0,0
"Iron+QoL",2873,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,115,99,99,112,120,99,99,99,99,108,99,120,120,1471163912,1,0,0,0,0,0,0,0
"E+Coli+99",1364,62,70,62,68,67,55,64,95,77,98,74,71,87,87,96,1,1,1,1,1,66,1,1,1,99,1,1,20,61960655,1,0,0,0,0,0,0,0
"Back2Backk",2730,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,106,100,99,99,99,99,120,99,120,1,1202011382,1,0,0,0,0,0,0,0
"my+dad+hole",2096,62,60,94,87,99,35,99,99,99,99,99,99,96,91,95,87,99,99,64,86,80,93,92,1,79,1,1,1,211992750,1,0,0,0,0,0,0,0
"Baby+R4nger3",2853,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,111,99,99,115,117,99,99,99,99,109,99,120,103,1152806069,1,0,0,0,0,0,0,0
"Firebu1771",1825,62,75,60,73,54,61,92,70,63,72,75,73,80,83,81,64,64,54,67,61,65,70,61,55,73,80,36,1,29622815,1,0,0,0,0,0,0,0
"No+Waifu",2825,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,95,99,120,110,88,94,94,99,98,99,120,120,1004620614,1,0,0,0,0,0,0,0
"Sacridis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"samsrams",2809,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,105,100,99,99,99,99,105,99,120,99,904981220,1,0,0,0,0,0,0,0
"wdg8zg2jn8p",1082,62,62,62,63,57,44,53,57,55,54,57,49,53,55,68,36,36,47,37,36,32,1,1,1,1,1,1,1,3813340,1,0,0,0,0,0,0,0
"Serrgent",2734,99,99,99,99,99,99,99,88,93,99,99,99,99,99,92,104,99,93,112,93,92,93,93,99,99,99,114,83,735832752,1,0,0,0,0,0,0,0
"NathanStrong",1778,62,70,62,70,64,76,70,71,67,66,63,83,70,72,61,95,73,60,57,75,61,62,69,70,63,65,1,1,26551416,1,0,0,0,0,0,0,0
"TheShepherd",2736,99,99,99,99,99,99,99,83,99,99,99,99,99,99,99,101,99,99,116,88,81,81,99,99,90,86,120,108,771864647,1,0,0,0,0,0,0,0
"enderwolf74",1227,62,60,70,71,62,50,63,55,67,63,60,63,50,73,72,17,30,27,39,24,51,1,1,1,56,21,1,1,7227195,1,0,0,0,0,0,0,0
"de+Mau",2577,99,99,99,99,99,99,99,81,82,82,99,90,93,99,99,101,94,99,99,68,82,82,90,99,80,86,120,59,728595172,1,0,0,0,0,0,0,0
"Baketay95",1190,62,60,53,59,40,46,59,81,63,69,72,66,64,61,50,28,45,25,50,28,63,1,26,1,1,1,1,1,7698697,1,0,0,0,0,0,0,0
"drchristurk",2721,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,103,100,92,99,99,99,91,99,120,36,722383156,1,0,0,0,0,0,0,0
"Helloman970",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"xJerr1",2889,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,120,112,99,99,99,99,120,99,120,120,1379640539,1,0,0,0,0,0,0,0
"Bogdan+Rak",1027,62,61,67,64,50,43,60,55,86,53,56,45,46,67,82,1,33,19,1,15,26,1,1,1,18,1,1,1,9510419,1,0,0,0,0,0,0,0
"Hime",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1327057528,1,0,0,0,0,0,0,0
"elwinpiebald",910,62,60,62,61,41,46,42,59,55,32,58,59,50,64,74,1,1,1,1,1,19,1,1,1,1,1,1,1,4097407,1,0,0,0,0,0,0,0
"Allpress",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2087560463,2,0,0,0,0,0,0,0
